"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AC129778.2",1.90048544616082,3.06669944773184,2.7695771399285,1.10728074821234,0.268172565219234,NA
"BX088651.2",1.82764703000047,-4.47634734122873,2.4754042226855,-1.80832984779045,0.0705551790810024,NA
"RP11-292F9.1",1.66952512682077,2.02301396963671,2.18774220269306,0.924704001754151,0.355119897276759,NA
"PTGER4P2",1.87243308223575,-1.70372545755007,1.8163337685281,-0.938002412921452,0.34824317009139,NA
"RP11-452D2.1",1.92812270031022,0.256074725627793,1.62866622960347,0.157229714089509,0.875063811079508,NA
"BX255923.1",1.78215268122104,-1.04120464740729,1.93624175668231,-0.537745167313899,0.59075299199757,NA
"RP11-265B8.5",1.87597987753874,-0.133554172775039,2.23683568395298,-0.0597067427586007,0.952389201373606,NA
"AL359955.1",1.50707673871145,3.88806523031872,2.62464892339063,1.48136582979485,0.138509115109164,NA
"RP11-15J10.8",1.93436317936151,1.29660266923819,2.02440021111976,0.640487321684778,0.52185582901855,NA
"TRPM3",1.83041954517108,0.656148974308156,3.83510099637705,0.171090402815469,0.864152682053531,NA
"RP11-336N8.4",1.8856270900779,-1.08657592240867,1.58647997773427,-0.684897343589841,0.493408702396574,NA
"RP11-276H19.1",1.5547556402926,-1.19873369963537,3.85842540894633,-0.310679505908273,0.756044278706821,NA
"OR7E31P",1.99660045892707,-0.279114190014533,1.83652101867684,-0.151979850584899,0.879202827931247,NA
"RP11-440G5.2",1.95055805339177,-4.57270742575004,3.35617432368864,-1.3624761364375,0.173047670233377,NA
"MTND4P15",1.85492062451266,2.22897735835148,2.7809716597412,0.801510274491225,0.422836298374091,NA
"ECM2",30.8346591964943,4.43023546804289,1.65681588852639,2.67394554743391,NA,NA
"MIRLET7DHG",1.98169948217034,4.28363419490879,3.39895045202862,1.26028144727799,0.207567850298434,NA
"ANKRD18CP",1.72536925168436,-4.40461268389115,3.48366399760765,-1.26436208742173,0.206100094141112,NA
"RP11-217B7.2",1.90636858599387,4.22655665030071,3.92753585697064,1.07613445280184,0.281867129248293,NA
"RP11-18B3.2",1.97926619441241,-1.26451796775112,1.6280683469619,-0.776698330945879,0.437336771817182,NA
"RP11-151F5.2",1.57447574981692,1.64682041839576,1.93314117347435,0.851888336450878,0.394276070987577,NA
"RP11-360A18.2",1.95055805339177,-4.57270742575004,3.35617432368864,-1.3624761364375,0.173047670233377,NA
"RP11-498E2.9",1.50216432954756,3.88430742325059,3.6100338177005,1.07597535629868,0.281938277981862,NA
"RP11-175D17.3",1.98192419791329,-1.65639089845593,2.85453806446176,-0.5802658297248,0.561735366714823,NA
"RP11-121A14.3",1.70181947084399,0.245730598087582,1.90692256329326,0.128862389494833,0.897466537314363,NA
"MIR3911",1.82066195415017,-1.01246091113759,1.87934334048568,-0.538731209634077,0.590072335534353,NA
"RP11-247A12.2",1.91050494080567,-4.55093540859099,3.32333946446916,-1.36938626259714,0.170878566092272,NA
"RP11-544A12.8",1.97066142912979,-0.106012810085793,3.7564695429323,-0.0282213948161122,0.977485573423286,NA
"RP11-98L4.1",1.68833410737182,0.599027252489641,2.29883136639766,0.260579032131589,0.794417161113904,NA
"RP13-314C10.5",1.79827338751804,4.14403467225845,3.43121698690943,1.20774485789401,0.227145417695649,NA
"MKRN4P",1.86526440368276,0.38681206828175,2.25634504989385,0.171433029846187,0.863883285132099,NA
"GPR34",1.93574249239121,-2.38584233767227,2.72212216201406,-0.876464095170149,0.380777787227167,NA
"MAOB",1.83322832800893,-1.52352816429525,3.77393097761549,-0.403697940776298,0.686434854053378,NA
"CHTF8P1",1.71523338164369,1.1048932617096,1.85458950929104,0.595761626049513,0.551334482617451,NA
"KRT18P68",1.94290098125217,3.11023277368111,2.29553113647384,1.35490768313373,0.175446971464236,NA
"RNU12-2P",1.57987681648233,-2.10789909583582,2.8475695425802,-0.740244992902207,0.459151351363318,NA
"RN7SL262P",1.93831829311014,-2.36524389216509,2.25414360890103,-1.04928713628775,0.294045984688301,NA
"AL139396.1",1.84150310835479,1.20806954747188,2.018318816321,0.598552388107822,0.549471414059454,NA
"MTRNR2L10",1.70336744368894,1.79720479792367,1.97007839684674,0.912250396126487,0.361636920063154,NA
"RP11-445O16.3",1.65561806923906,4.02490274478304,3.93064294530111,1.02398075856638,0.305844363286286,NA
"CNOT7P1",2.02442007206051,0.36172034528899,1.81336712120138,0.199474414783337,0.841891655226013,NA
"AL590762.11",1.8344415627217,2.08752530022437,2.20076786612876,0.948544066074727,0.342852550603019,NA
"DIAPH2-AS1",1.90287915181062,0.313676844145766,1.86776626447772,0.16794223673029,0.866628721888293,NA
"NANOGNBP3",1.92631491889469,-1.63041054286496,2.15804909677484,-0.755502062164193,0.449947795462718,NA
"LL0XNC01-221F2.2",1.77638978605688,0.513814763755062,1.60300041478458,0.32053314460565,0.748564208885542,NA
"IL1RAPL2",1.81448211807188,4.15685607253912,3.61507993040544,1.14986560534304,0.250199229020281,NA
"RGAG1",1.88118865944298,1.42155475527769,3.75716390748237,0.378358461404004,0.705164321568426,NA
"EEF1A1P30",2.00040257352013,0.531014924711476,1.90349494597991,0.278968392237108,0.780269081523794,NA
"RP11-10B2.1",1.6824908731518,0.188565731103625,1.69098220495557,0.111512546111377,0.911209917291501,NA
"RP1-315G1.3",1.9882531405755,-1.21499773433831,3.71339632644102,-0.327193121210088,0.743521823301142,NA
"SH2D1A",1.43730721046206,3.82285631787739,3.66457566326865,1.04319208256368,0.296859339659206,NA
"Z83826.1",1.97583577450524,-1.1445582796381,1.88186887121347,-0.608202992857874,0.543052849892687,NA
"SNORA36A",1.76785886500261,-0.489229723540086,1.65578548034771,-0.295466852044957,0.767637270815863,NA
"BCORP1",2.02833888555428,-4.62637053086722,2.3709383607794,-1.95128249953591,0.0510234497023736,NA
"PARP4P1",1.50969510051421,3.89544270171378,3.93287759319713,0.990481551841812,0.321938801880128,NA
"AC011841.2",1.92198811046017,0.703291440870905,1.55974568770618,0.450901352966837,0.652060648358997,NA
"CU459211.1",1.93879800463827,-1.17533265451314,1.88431622084073,-0.623744911556693,0.53279512312796,NA
"AL592188.3",1.66594078754428,4.0322382459215,2.56830117085637,1.57000210554629,0.116414621432981,NA
"MIR200A",1.81053208102356,2.10975306393479,2.01399503516672,1.04754630825599,0.294847685918424,NA
"RP11-168F9.2",1.83190179834272,1.48901898835112,2.18438610380435,0.68166474130092,0.495450967218408,NA
"HTR6",1.54023356256305,-4.24029206674959,3.93884436007532,-1.07653201779938,0.281689389486477,NA
"RP3-340N1.5",1.37245009137655,3.75825196619804,3.93547342648355,0.954968197957352,0.339593779623554,NA
"RP11-10N16.2",1.61801439472557,-4.31092367092412,3.46846844685307,-1.24288968949261,0.213908485622999,NA
"NCMAP",1.79139157531456,4.13851783746239,2.46823815524968,1.67670928701114,0.0935993436826347,NA
"RP11-344H11.5",1.98928385791882,1.51702883798826,2.7570927449634,0.550227713869812,0.582163197213506,NA
"OSTCP2",1.7599477172916,4.11459139902794,2.49897999449957,1.64650833863594,0.0996591447305111,NA
"SLC5A9",1.72244459136414,4.07998277889197,3.51672356087219,1.16016590677946,0.245981264855582,NA
"RP5-1024N4.4",1.4576698968572,1.05092313924613,2.42866605055626,0.432716197850844,0.66522096082375,NA
"RP11-364B6.2",1.53449884309871,2.78292963273049,2.90477599519828,0.958053095085746,0.338035985781962,NA
"MYBPHL",1.90636858599387,4.22655665030071,3.92753585697064,1.07613445280184,0.281867129248293,NA
"KCNC4-AS1",1.45892625015722,3.84363475746585,3.63189859098697,1.05829903043117,0.289919134844461,NA
"CASQ2",1.43877871352421,3.82443304113874,3.63601157834343,1.05182091936054,0.292881719365369,NA
"RP6-74O6.6",1.65561806923906,4.02490274478304,3.93064294530111,1.02398075856638,0.305844363286286,NA
"KPRP",1.73788438240083,1.24676046488732,2.85874955880079,0.436120912043209,0.662749005383831,NA
"LCE1E",1.82353799688251,1.34815320117664,2.82375428237981,0.477432901860159,0.633053889892227,NA
"OLFML2B",1.64392187746341,-1.58163438878537,3.82606855400131,-0.413383703522847,0.679325512447458,NA
"LMX1A",1.78759391741438,-4.45419047335059,3.37369560686697,-1.32027040740852,0.186744752072972,NA
"GS1-304P7.2",1.82705061957163,0.782883848563257,2.27140159545035,0.344669938654346,0.730342520284039,NA
"FDPSP1",1.51760412058424,0.96064743698813,2.34369459481038,0.409885929299526,0.681889627583574,NA
"LEMD1",1.54687391200005,3.92534210693461,3.58254947543794,1.09568399092514,0.273217091002147,NA
"C4BPB",1.58690206186056,-4.28390341795204,3.51186108496884,-1.21983851704375,0.222526096904867,NA
"FDPSP8",1.58120488636973,-0.704884393331735,2.32039517230849,-0.303777736544103,0.761297229346863,NA
"C1orf143",1.48054528985239,3.86410943435564,3.61433389228188,1.06910693630357,0.285021486499429,NA
"RP11-815M8.1",1.65561806923906,4.02490274478304,3.93064294530111,1.02398075856638,0.305844363286286,NA
"SNORA51.1",1.6192618020522,3.99418384203379,2.55046366420778,1.56606184910086,0.117334138438236,NA
"RP4-781K5.6",1.50510733567187,3.88736003499562,3.93302382773521,0.98838964757407,0.322961855627512,NA
"AC018685.1",1.86537474957689,-4.5115959117318,3.93336952054836,-1.14700535715313,0.251379406849113,NA
"LINC00954",2.00628784099417,-0.24358459879793,2.83833070342691,-0.0858196680548301,0.931609771312268,NA
"SNORA64",1.53693271827644,1.01946539681373,1.88502873779163,0.540822204126219,0.588630136785495,NA
"SRD5A2",2.01511274323288,4.30694572425155,3.33534021852743,1.29130626624744,0.196597498629906,NA
"RNU2-63P",1.49598508088908,0.940400073723344,2.95502779192194,0.318237302638603,0.750304939008324,NA
"ANKRD20A8P",1.74712835319466,0.635578392776977,2.90464542022515,0.218814450931402,0.82679458943471,NA
"OR7E102P",1.78759391741438,-4.45419047335059,3.37369560686697,-1.32027040740852,0.186744752072972,NA
"POU3F3",2.00037551574119,4.29662242659728,3.39334048642483,1.26619254501163,0.205444155892378,NA
"AC112229.6",1.51671346505605,1.75692440694656,2.95064480881732,0.59543744529887,0.551551101709223,NA
"IGKV1OR2-108",1.49872342344582,3.88061430426697,2.58418477054763,1.50167834300974,0.133180199624437,NA
"THSD7B",1.80192944338191,1.45668400233454,2.12041782490136,0.686979700523079,0.492095520505218,NA
"CACNB4",1.6890313303016,4.0526277659398,3.50651478062789,1.15574238794856,0.247786544516369,NA
"LRP2",1.86537474957689,-4.5115959117318,3.93336952054836,-1.14700535715313,0.251379406849113,NA
"AC104801.1",1.77003080396879,-0.443194962140398,3.8185555321197,-0.116063511035121,0.907602207300746,NA
"AC017081.2",1.5130232365783,1.0439424937298,1.95845187386099,0.533044752165248,0.594002601849307,NA
"CDK5R2",2.0142901989339,4.30967697264145,3.31292317755103,1.30086836961527,0.193303514578857,NA
"RP11-223I10.1",1.94161727367068,-4.57343992892785,3.29408720322904,-1.38837852393365,0.165021812450168,NA
"AC114788.2",1.65561806923906,4.02490274478304,3.93064294530111,1.02398075856638,0.305844363286286,NA
"AC116035.1",1.73079790662978,4.08681497479417,3.55971172784624,1.14807470021367,0.2509377274045,NA
"RP11-129K12.1",1.87365788847633,1.3984796375289,2.81797257014926,0.496271557907616,0.619702830328861,NA
"PRSS45",1.69121588310332,1.36092451731351,2.85660892377859,0.476412611465674,0.633780451675803,NA
"CADPS",1.65561806923906,4.02490274478304,3.93064294530111,1.02398075856638,0.305844363286286,NA
"RP11-861A13.4",1.8646020096657,4.19478270394366,3.40846011638404,1.23069731219088,0.218436093743061,NA
"CD96",1.98775875007484,4.29113005888113,3.33441301477355,1.2869221778672,0.198121414340577,NA
"RP11-615J4.4",1.64088084174737,4.01194313835129,2.51990871178753,1.59209860245507,0.111362551078106,NA
"TMPRSS7",1.65561806923906,4.02490274478304,3.93064294530111,1.02398075856638,0.305844363286286,NA
"TMED10P2",1.56933894841497,-0.138883984303929,2.96443614321752,-0.0468500509352137,0.962632737922852,NA
"CLDN18",1.95663953637343,4.26597092746964,3.92697740667194,1.08632428600729,0.277335545993707,NA
"PP13439",1.70573796083287,4.06633423848847,3.48773697640092,1.16589475238601,0.243657000921501,NA
"RP11-809F4.2",1.8826706486997,1.55572359876157,2.26073563084599,0.688149280939762,0.491358779437165,NA
"RN7SL637P",1.82283543333752,4.16323101390718,3.51260579793319,1.18522579913659,0.235928182022677,NA
"AC141928.1",1.54023356256305,-4.24029206674959,3.93884436007532,-1.07653201779938,0.281689389486477,NA
"AC006445.8",1.89031091422578,4.21758149616666,3.38115387783974,1.24737934106132,0.212258437874233,NA
"EXOC5P1",1.49535423393146,2.75970380385989,3.05514591911472,0.903296888896083,0.366368347267262,NA
"RP11-274J2.1",1.48412962912889,1.82220753754957,2.31896994966426,0.785783161102795,0.431994533303292,NA
"RBMXP4",1.84989183995295,0.337287864311558,1.91092035237343,0.176505453978045,0.859896864294973,NA
"RP11-21I10.2",1.41224726466515,3.79849473230975,3.67817843045474,1.03271083883773,0.301739239679324,NA
"RP11-93L9.1",1.65561806923906,4.02490274478304,3.93064294530111,1.02398075856638,0.305844363286286,NA
"RP11-555K12.1",1.61779029899005,3.99233184382724,3.52473087095539,1.13266288689584,0.257355848700965,NA
"SPOCK3",1.98169948217034,4.28363419490879,3.39895045202862,1.26028144727799,0.207567850298434,NA
"CLDN24",1.4987951400332,2.76255851488803,2.27969603816013,1.21181002583029,0.225585109610861,NA
"RP11-290F5.2",1.71409127609851,4.07316369691016,3.49667147684782,1.16486885424593,0.244072082481663,NA
"RP11-531A21.4",1.64325194631111,-2.09462344816864,2.88147355988595,-0.726927873754824,0.467270140877558,NA
"C7",1.89031091422578,4.21758149616666,3.38115387783974,1.24737934106132,0.212258437874233,NA
"RP11-83M16.3",1.88074436424738,-0.245614354055835,2.86154636605979,-0.0858327360929797,0.931599382858322,NA
"CTC-484M2.1",1.50714845529883,2.77032952726646,2.24213016229328,1.23557926023034,0.216614997817922,NA
"CTC-428G20.2",1.4925546609819,1.08692906739966,2.25919803781249,0.481112788346831,0.630436339571271,NA
"KRT18P16",1.75166611861334,3.01529246133919,2.24792043591522,1.34136974474879,0.179800435632583,NA
"AC011385.2",1.69912129781518,-0.485346646842239,2.23875312198887,-0.216793286439313,0.828369444189988,NA
"AC008697.1",1.65395847419371,1.9156300162265,2.86439964764615,0.668771907509726,0.503640989538682,NA
"GAPDHP40",1.91633323213825,2.20706004949043,1.85926846821755,1.18705829051482,0.235204628907293,NA
"MIR146A",1.64088084174737,4.01194313835129,2.51990871178753,1.59209860245507,0.111362551078106,NA
"RP11-109J4.1",1.70573796083287,4.06633423848847,3.48773697640092,1.16589475238601,0.243657000921501,NA
"RP11-532F6.3",1.91389935696052,4.23475715318155,3.36569061093069,1.25821343751217,0.208314576546189,NA
"XXbac-BPG154L12.4",1.37245009137655,3.75825196619804,3.93547342648355,0.954968197957352,0.339593779623554,NA
"TREM1",1.58864048832823,3.96309319846,3.93168502691793,1.00798847601653,0.313459994582934,NA
"RP11-345L23.1",1.95663953637343,4.26597092746964,3.92697740667194,1.08632428600729,0.277335545993707,NA
"RP11-134K13.4",1.50197623756436,1.73928276875399,2.91533892173629,0.596597107727744,0.550776402725013,NA
"RP11-134K13.2",1.96570590137863,1.62172369432828,2.11441947422336,0.766982953996837,0.443091650442007,NA
"RP11-30P6.1",1.95713743635086,4.26598369784149,3.3603390073574,1.26950991804731,0.204259255435224,NA
"PKMP3",1.70511245449047,0.0887165008954245,2.22763303819644,0.0398254557075758,0.968232281607105,NA
"BDH2P1",1.62270270815394,3.99689321835275,2.54998315041173,1.56741946224523,0.117016677743697,NA
"RP1-60O19.1",1.89893298403537,-0.104277687518468,2.17700835527138,-0.0478995348207884,0.961796310126082,NA
"TRAPPC3L",1.65561806923906,4.02490274478304,3.93064294530111,1.02398075856638,0.305844363286286,NA
"MYCT1",1.48201679291455,3.86573565888483,2.62887501124451,1.47049047305402,0.141428964044456,NA
"AGMO",1.80612880280625,4.15046658415251,3.92865783759854,1.05645916639296,0.290758486991485,NA
"PDE1C",1.37245009137655,3.75825196619804,3.93547342648355,0.954968197957352,0.339593779623554,NA
"ZNF727",1.74750453716105,4.10083070576427,3.92942209671795,1.04362183670456,0.296660385809638,NA
"RP11-44M6.3",1.77665434782287,4.12714602986737,3.43463413335598,1.20162610328301,0.229508423320588,NA
"TFEC",1.52378336924273,3.90425432153626,3.62112020159506,1.07818964966048,0.280949130019471,NA
"AC006159.3",1.90636858599387,4.22655665030071,3.92753585697064,1.07613445280184,0.281867129248293,NA
"HYAL4",1.58864048832823,3.96309319846,3.93168502691793,1.00798847601653,0.313459994582934,NA
"GIMAP6",1.96164997512905,-0.773904601366575,2.86315141804361,-0.270298174413487,0.786930869714113,NA
"FTLP2",1.52015437115779,1.74953986969151,2.23607525631906,0.782415468686656,0.43397044589693,NA
"EIF4A2P4",1.43482867647589,1.71622060371666,2.54316196538738,0.674837319476521,0.499779127145866,NA
"RP13-487C10.1",1.50363583260972,3.88514135110546,2.62526233141316,1.47990595248975,0.138898346929675,NA
"RP5-961K14.1",1.47366347764891,3.85814304876053,2.74438411008891,1.40583201694589,0.159774012340047,NA
"RPL19P21",1.63955277185997,1.99458298695323,2.1865965984006,0.912186083346229,0.36167076860631,NA
"RP11-585F1.6",1.74709418058078,-1.4926318075195,2.27256987297161,-0.656803482819972,0.511307284496895,NA
"BLK",1.8198924272132,4.16074489860932,3.43802226281826,1.21021464683554,0.226196539233455,NA
"GS1-72M22.1",2.02180646345316,2.26692302702919,2.77834629140097,0.815925298457341,0.414542861893788,NA
"RP11-431M3.1",1.69579522688808,-4.37448015366572,3.93600910056441,-1.11139990835855,0.266396251765878,NA
"HTRA4",1.37245009137655,3.75825196619804,3.93547342648355,0.954968197957352,0.339593779623554,NA
"RP11-25K19.1",1.83724801650765,4.17779054205323,3.41583574319437,1.22306540950541,0.221304992133284,NA
"RP11-159H10.1",1.97720614156156,-0.799519770261698,2.28900755643645,-0.349286645215972,0.726874123434835,NA
"RP11-973F15.1",1.50969510051421,3.89544270171378,3.93287759319713,0.990481551841812,0.321938801880128,NA
"snoU13.11",1.80465729974409,4.14853617329388,2.52469748939202,1.64318148638588,0.100345389181256,NA
"CCAT1",1.58864048832823,3.96309319846,3.93168502691793,1.00798847601653,0.313459994582934,NA
"TMEM71",1.50969510051421,3.89544270171378,3.93287759319713,0.990481551841812,0.321938801880128,NA
"RP11-54D18.2",1.50510733567187,3.88736003499562,3.93302382773521,0.98838964757407,0.322961855627512,NA
"IFNA20P",1.67539990810024,0.654285055888244,1.84119003353699,0.355359872675032,0.722320006556676,NA
"PAX5",2.00059066550333,1.68219312717567,2.75278846833483,0.611086956562717,0.541142014420622,NA
"CDK2AP2P2",2.00004736194287,-1.198082260055,2.92700150424492,-0.409320684775006,0.682304337643795,NA
